,text,sentiment,word_count,stop_words,#tag,@,emails,emails_count,text_x_tokenized,text_x_lemmatized
1333,will do hun yes yes,neutral,5,2,0,0,[],0,"['will', 'do', 'hun', 'yes', 'yes']","['will', 'do', 'hun', 'yes', 'yes']"
1334,leigh thank you  just trying to stay in a positive head space to keep pushing through it all hows things at your end,positive,23,8,0,0,[],0,"['leigh', 'thank', 'you', 'just', 'trying', 'to', 'stay', 'in', 'a', 'positive', 'head', 'space', 'to', 'keep', 'pushing', 'through', 'it', 'all', 'hows', 'things', 'at', 'your', 'end']","['leigh', 'thank', 'you', 'just', 'trying', 'to', 'stay', 'in', 'a', 'positive', 'head', 'space', 'to', 'keep', 'pushing', 'through', 'it', 'all', 'hows', 'thing', 'at', 'your', 'end']"
1335,exam is commmmmiinnnnnggggggg ,neutral,4,1,0,0,[],0,"['exam', 'is', 'commmmmiinnnnnggggggg', '']","['exam', 'is', 'commmmmiinnnnnggggggg', '']"
1336,enjoyed this week off work back next week,positive,8,2,0,0,[],0,"['enjoyed', 'this', 'week', 'off', 'work', 'back', 'next', 'week']","['enjoyed', 'this', 'week', 'off', 'work', 'back', 'next', 'week']"
1337,im come and try to find you and be your fan too,positive,12,7,0,0,[],0,"['im', 'come', 'and', 'try', 'to', 'find', 'you', 'and', 'be', 'your', 'fan', 'too']","['im', 'come', 'and', 'try', 'to', 'find', 'you', 'and', 'be', 'your', 'fan', 'too']"
1338,hey i know ya dont know me but i wanted to say yopu have helped me a lot i was over in iraq and i wanted to thank you,positive,29,16,0,0,[],0,"['hey', 'i', 'know', 'ya', 'dont', 'know', 'me', 'but', 'i', 'wanted', 'to', 'say', 'yopu', 'have', 'helped', 'me', 'a', 'lot', 'i', 'was', 'over', 'in', 'iraq', 'and', 'i', 'wanted', 'to', 'thank', 'you']","['hey', 'i', 'know', 'ya', 'dont', 'know', 'me', 'but', 'i', 'wanted', 'to', 'say', 'yopu', 'have', 'helped', 'me', 'a', 'lot', 'i', 'wa', 'over', 'in', 'iraq', 'and', 'i', 'wanted', 'to', 'thank', 'you']"
1339,feeling very tierd too much college work,negative,7,2,0,0,[],0,"['feeling', 'very', 'tierd', 'too', 'much', 'college', 'work']","['feeling', 'very', 'tierd', 'too', 'much', 'college', 'work']"
1340,mmmreconsituted meat products and week-old veggiesgotta love that rehydrated warm milk for breakfast,positive,13,3,0,0,[],0,"['mmmreconsituted', 'meat', 'products', 'and', 'week', 'old', 'veggiesgotta', 'love', 'that', 'rehydrated', 'warm', 'milk', 'for', 'breakfast']","['mmmreconsituted', 'meat', 'product', 'and', 'week', 'old', 'veggiesgotta', 'love', 'that', 'rehydrated', 'warm', 'milk', 'for', 'breakfast']"
1341,oh no  say it aint so,negative,6,3,0,0,[],0,"['oh', 'no', 'say', 'it', 'aint', 'so']","['oh', 'no', 'say', 'it', 'aint', 'so']"
1342,i hope he does  join  and youll find one,neutral,10,4,0,0,[],0,"['i', 'hope', 'he', 'does', 'join', 'and', 'youll', 'find', 'one']","['i', 'hope', 'he', 'doe', 'join', 'and', 'youll', 'find', 'one']"
1343,thank god for some overcast and ivory trying to get my mom to take me out to lunch egh doesnt look like its gonna work,positive,25,10,0,0,[],0,"['thank', 'god', 'for', 'some', 'overcast', 'and', 'ivory', 'trying', 'to', 'get', 'my', 'mom', 'to', 'take', 'me', 'out', 'to', 'lunch', 'egh', 'doesnt', 'look', 'like', 'its', 'gonna', 'work']","['thank', 'god', 'for', 'some', 'overcast', 'and', 'ivory', 'trying', 'to', 'get', 'my', 'mom', 'to', 'take', 'me', 'out', 'to', 'lunch', 'egh', 'doesnt', 'look', 'like', 'it', 'gonna', 'work']"
1344,  cant thank you enough who is nitin between,positive,8,1,0,0,[],0,"['', 'cant', 'thank', 'you', 'enough', 'who', 'is', 'nitin', 'between']","['', 'cant', 'thank', 'you', 'enough', 'who', 'is', 'nitin', 'between']"
1345,  sadly we were too late for traceycakes but we got them elsewhere- not the same but still yummy tea w wee on wknd,neutral,23,12,0,0,[],0,"['', 'sadly', 'we', 'were', 'too', 'late', 'for', 'traceycakes', 'but', 'we', 'got', 'them', 'elsewhere', 'not', 'the', 'same', 'but', 'still', 'yummy', 'tea', 'w', 'wee', 'on', 'wknd']","['', 'sadly', 'we', 'were', 'too', 'late', 'for', 'traceycakes', 'but', 'we', 'got', 'them', 'elsewhere', 'not', 'the', 'same', 'but', 'still', 'yummy', 'tea', 'w', 'wee', 'on', 'wknd']"
1346,well piss on that i cant get into their site  work nor does it come thru on my phone,negative,20,8,0,1,[],0,"['well', 'piss', 'on', 'that', 'i', 'cant', 'get', 'into', 'their', 'site', 'work', 'nor', 'does', 'it', 'come', 'thru', 'on', 'my', 'phone']","['well', 'piss', 'on', 'that', 'i', 'cant', 'get', 'into', 'their', 'site', 'work', 'nor', 'doe', 'it', 'come', 'thru', 'on', 'my', 'phone']"
1347, - this is post guitar hero  kicking,negative,9,2,0,0,[],0,"['', 'this', 'is', 'post', 'guitar', 'hero', 'kicking']","['', 'this', 'is', 'post', 'guitar', 'hero', 'kicking']"
1348,i dont like kde since ver 40 its like vista  fail,negative,11,2,2,0,[],0,"['i', 'dont', 'like', 'kde', 'since', 'ver', '40', 'its', 'like', 'vista', 'fail']","['i', 'dont', 'like', 'kde', 'since', 'ver', '40', 'it', 'like', 'vista', 'fail']"
1349,just woke up making breakfast,neutral,5,0,0,0,[],0,"['just', 'woke', 'up', 'making', 'breakfast']","['just', 'woke', 'up', 'making', 'breakfast']"
1350, - my formerly pretty car,neutral,6,0,0,0,[],0,"['', 'my', 'formerly', 'pretty', 'car']","['', 'my', 'formerly', 'pretty', 'car']"
1351,just thought about my hubby being deployed n now i got the blues  i need a stiff drink but im breastfeeding so no booze for me  ugh,neutral,28,11,0,0,[],0,"['just', 'thought', 'about', 'my', 'hubby', 'being', 'deployed', 'n', 'now', 'i', 'got', 'the', 'blues', 'i', 'need', 'a', 'stiff', 'drink', 'but', 'im', 'breastfeeding', 'so', 'no', 'booze', 'for', 'me', 'ugh']","['just', 'thought', 'about', 'my', 'hubby', 'being', 'deployed', 'n', 'now', 'i', 'got', 'the', 'blue', 'i', 'need', 'a', 'stiff', 'drink', 'but', 'im', 'breastfeeding', 'so', 'no', 'booze', 'for', 'me', 'ugh']"
1352,i need some motivation in my life oh and some love would be nice too,positive,15,7,0,0,[],0,"['i', 'need', 'some', 'motivation', 'in', 'my', 'life', 'oh', 'and', 'some', 'love', 'would', 'be', 'nice', 'too']","['i', 'need', 'some', 'motivation', 'in', 'my', 'life', 'oh', 'and', 'some', 'love', 'would', 'be', 'nice', 'too']"
1353,welcome,positive,1,0,0,0,[],0,['welcome'],['welcome']
1354,i cant wait to start my weekend im so sick of working i have to self-medicate and im fresh out of herb,negative,22,9,0,0,[],0,"['i', 'cant', 'wait', 'to', 'start', 'my', 'weekend', 'im', 'so', 'sick', 'of', 'working', 'i', 'have', 'to', 'self', 'medicate', 'and', 'im', 'fresh', 'out', 'of', 'herb']","['i', 'cant', 'wait', 'to', 'start', 'my', 'weekend', 'im', 'so', 'sick', 'of', 'working', 'i', 'have', 'to', 'self', 'medicate', 'and', 'im', 'fresh', 'out', 'of', 'herb']"
1355,itx no credits for me unfortunately,negative,6,3,0,0,[],0,"['itx', 'no', 'credits', 'for', 'me', 'unfortunately']","['itx', 'no', 'credit', 'for', 'me', 'unfortunately']"
1356, its ugly and gray outside even in san diego not too cold will get to 70 but may-gray june-gloom for us all,negative,22,8,0,0,[],0,"['', 'its', 'ugly', 'and', 'gray', 'outside', 'even', 'in', 'san', 'diego', 'not', 'too', 'cold', 'will', 'get', 'to', '70', 'but', 'may', 'gray', 'june', 'gloom', 'for', 'us', 'all']","['', 'it', 'ugly', 'and', 'gray', 'outside', 'even', 'in', 'san', 'diego', 'not', 'too', 'cold', 'will', 'get', 'to', '70', 'but', 'may', 'gray', 'june', 'gloom', 'for', 'u', 'all']"
1357,i so know what you mean,neutral,6,3,0,0,[],0,"['i', 'so', 'know', 'what', 'you', 'mean']","['i', 'so', 'know', 'what', 'you', 'mean']"
1358,cookies are good,positive,3,1,0,0,[],0,"['cookies', 'are', 'good']","['cooky', 'are', 'good']"
1359, he loved it so happy birthday   he said you sounded like a mixture of john lennon chrissie hynde and janis joplin,positive,21,5,0,0,[],0,"['', 'he', 'loved', 'it', 'so', 'happy', 'birthday', 'he', 'said', 'you', 'sounded', 'like', 'a', 'mixture', 'of', 'john', 'lennon', 'chrissie', 'hynde', 'and', 'janis', 'joplin']","['', 'he', 'loved', 'it', 'so', 'happy', 'birthday', 'he', 'said', 'you', 'sounded', 'like', 'a', 'mixture', 'of', 'john', 'lennon', 'chrissie', 'hynde', 'and', 'janis', 'joplin']"
1360,griffiths there was a good atmos i decided to stay til closing very funny,positive,14,4,0,0,[],0,"['griffiths', 'there', 'was', 'a', 'good', 'atmos', 'i', 'decided', 'to', 'stay', 'til', 'closing', 'very', 'funny']","['griffith', 'there', 'wa', 'a', 'good', 'atmos', 'i', 'decided', 'to', 'stay', 'til', 'closing', 'very', 'funny']"
1361,supporting superfly all the way,positive,5,2,0,0,[],0,"['supporting', 'superfly', 'all', 'the', 'way']","['supporting', 'superfly', 'all', 'the', 'way']"
1362, i would lime them or lemon  and deal sounds fabulous to me  text me up when youre back,positive,18,4,0,0,[],0,"['', 'i', 'would', 'lime', 'them', 'or', 'lemon', 'and', 'deal', 'sounds', 'fabulous', 'to', 'me', 'text', 'me', 'up', 'when', 'youre', 'back']","['', 'i', 'would', 'lime', 'them', 'or', 'lemon', 'and', 'deal', 'sound', 'fabulous', 'to', 'me', 'text', 'me', 'up', 'when', 'youre', 'back']"
1363,why dont you make me feel like you used to,negative,10,4,0,0,[],0,"['why', 'dont', 'you', 'make', 'me', 'feel', 'like', 'you', 'used', 'to']","['why', 'dont', 'you', 'make', 'me', 'feel', 'like', 'you', 'used', 'to']"
1364, how about we start with a true franchise online mode dynasty was huge madden online league not so much,neutral,19,8,0,0,[],0,"['', 'how', 'about', 'we', 'start', 'with', 'a', 'true', 'franchise', 'online', 'mode', 'dynasty', 'was', 'huge', 'madden', 'online', 'league', 'not', 'so', 'much']","['', 'how', 'about', 'we', 'start', 'with', 'a', 'true', 'franchise', 'online', 'mode', 'dynasty', 'wa', 'huge', 'madden', 'online', 'league', 'not', 'so', 'much']"
1365,im having trouble finding really yummy egg free ice-cream   favoriteicecream - got any recommendations anyone,neutral,15,2,1,0,[],0,"['im', 'having', 'trouble', 'finding', 'really', 'yummy', 'egg', 'free', 'ice', 'cream', 'favoriteicecream', 'got', 'any', 'recommendations', 'anyone']","['im', 'having', 'trouble', 'finding', 'really', 'yummy', 'egg', 'free', 'ice', 'cream', 'favoriteicecream', 'got', 'any', 'recommendation', 'anyone']"
1366,on my tea break  cant wait to drive home tonite,neutral,10,3,0,0,[],0,"['on', 'my', 'tea', 'break', 'cant', 'wait', 'to', 'drive', 'home', 'tonite']","['on', 'my', 'tea', 'break', 'cant', 'wait', 'to', 'drive', 'home', 'tonite']"
1367,is watching mock the week and is slowing cooking,neutral,9,4,0,0,[],0,"['is', 'watching', 'mock', 'the', 'week', 'and', 'is', 'slowing', 'cooking']","['is', 'watching', 'mock', 'the', 'week', 'and', 'is', 'slowing', 'cooking']"
1368,unfortunately i didnt leave the house in time,negative,8,2,0,0,[],0,"['unfortunately', 'i', 'didnt', 'leave', 'the', 'house', 'in', 'time']","['unfortunately', 'i', 'didnt', 'leave', 'the', 'house', 'in', 'time']"
1369,is twubbing again,neutral,3,1,0,0,[],0,"['is', 'twubbing', 'again']","['is', 'twubbing', 'again']"
1370,when da heck will the garage man get here i ask you when,negative,13,4,0,0,[],0,"['when', 'da', 'heck', 'will', 'the', 'garage', 'man', 'get', 'here', 'i', 'ask', 'you', 'when']","['when', 'da', 'heck', 'will', 'the', 'garage', 'man', 'get', 'here', 'i', 'ask', 'you', 'when']"
1371,ok i feel like i need to cry now  i cant believe that in less than 2 years ill be walking across the stage to get a high school diploma,neutral,30,12,0,0,[],0,"['ok', 'i', 'feel', 'like', 'i', 'need', 'to', 'cry', 'now', 'i', 'cant', 'believe', 'that', 'in', 'less', 'than', '2', 'years', 'ill', 'be', 'walking', 'across', 'the', 'stage', 'to', 'get', 'a', 'high', 'school', 'diploma']","['ok', 'i', 'feel', 'like', 'i', 'need', 'to', 'cry', 'now', 'i', 'cant', 'believe', 'that', 'in', 'le', 'than', '2', 'year', 'ill', 'be', 'walking', 'across', 'the', 'stage', 'to', 'get', 'a', 'high', 'school', 'diploma']"
1372,just got a ipod touch  downloading apps for it now,neutral,10,3,0,0,[],0,"['just', 'got', 'a', 'ipod', 'touch', 'downloading', 'apps', 'for', 'it', 'now']","['just', 'got', 'a', 'ipod', 'touch', 'downloading', 'apps', 'for', 'it', 'now']"
1373,hey hey happy mothers day  ,positive,6,0,0,0,[],0,"['hey', 'hey', 'happy', 'mothers', 'day', '']","['hey', 'hey', 'happy', 'mother', 'day', '']"
1374,-  lol on friday its now saturday here lol im in australia,neutral,13,0,0,0,[],0,"['', 'lol', 'on', 'friday', 'its', 'now', 'saturday', 'here', 'lol', 'im', 'in', 'australia']","['', 'lol', 'on', 'friday', 'it', 'now', 'saturday', 'here', 'lol', 'im', 'in', 'australia']"
1375,alfradique no fun   well hopefully you dont have much more to go,positive,12,4,0,0,[],0,"['alfradique', 'no', 'fun', 'well', 'hopefully', 'you', 'dont', 'have', 'much', 'more', 'to', 'go']","['alfradique', 'no', 'fun', 'well', 'hopefully', 'you', 'dont', 'have', 'much', 'more', 'to', 'go']"
1376,night all im trying to get to bed early for oncewell as early as 140 can be for a normal person,neutral,21,9,0,0,[],0,"['night', 'all', 'im', 'trying', 'to', 'get', 'to', 'bed', 'early', 'for', 'oncewell', 'as', 'early', 'as', '140', 'can', 'be', 'for', 'a', 'normal', 'person']","['night', 'all', 'im', 'trying', 'to', 'get', 'to', 'bed', 'early', 'for', 'oncewell', 'a', 'early', 'a', '140', 'can', 'be', 'for', 'a', 'normal', 'person']"
1377,mothers daylove you madre   chels tonight cant wait for her to see her present,positive,14,5,0,0,[],0,"['mothers', 'daylove', 'you', 'madre', 'chels', 'tonight', 'cant', 'wait', 'for', 'her', 'to', 'see', 'her', 'present']","['mother', 'daylove', 'you', 'madre', 'chels', 'tonight', 'cant', 'wait', 'for', 'her', 'to', 'see', 'her', 'present']"
1378,conference call with hp  they gave me an invalid pass code so i cant attend,negative,15,4,0,0,[],0,"['conference', 'call', 'with', 'hp', 'they', 'gave', 'me', 'an', 'invalid', 'pass', 'code', 'so', 'i', 'cant', 'attend']","['conference', 'call', 'with', 'hp', 'they', 'gave', 'me', 'an', 'invalid', 'pas', 'code', 'so', 'i', 'cant', 'attend']"
1379, its 337 am i am going to sleep now but i be back up in 4 hourslol good night,neutral,19,8,0,0,[],0,"['', 'its', '337', 'am', 'i', 'am', 'going', 'to', 'sleep', 'now', 'but', 'i', 'be', 'back', 'up', 'in', '4', 'hourslol', 'good', 'night']","['', 'it', '337', 'am', 'i', 'am', 'going', 'to', 'sleep', 'now', 'but', 'i', 'be', 'back', 'up', 'in', '4', 'hourslol', 'good', 'night']"
1380,what are some good places to eat in los angeles want to try something different today,neutral,16,5,0,0,[],0,"['what', 'are', 'some', 'good', 'places', 'to', 'eat', 'in', 'los', 'angeles', 'want', 'to', 'try', 'something', 'different', 'today']","['what', 'are', 'some', 'good', 'place', 'to', 'eat', 'in', 'los', 'angeles', 'want', 'to', 'try', 'something', 'different', 'today']"
1381,fuze was giving away capes at komens race for the cure today and id always love a hug from you hun,positive,21,7,0,0,[],0,"['fuze', 'was', 'giving', 'away', 'capes', 'at', 'komens', 'race', 'for', 'the', 'cure', 'today', 'and', 'id', 'always', 'love', 'a', 'hug', 'from', 'you', 'hun']","['fuze', 'wa', 'giving', 'away', 'cape', 'at', 'komens', 'race', 'for', 'the', 'cure', 'today', 'and', 'id', 'always', 'love', 'a', 'hug', 'from', 'you', 'hun']"
1382,im suppose to get up to go find sumthin to wear tomorrow but i cant get up,neutral,17,6,0,0,[],0,"['im', 'suppose', 'to', 'get', 'up', 'to', 'go', 'find', 'sumthin', 'to', 'wear', 'tomorrow', 'but', 'i', 'cant', 'get', 'up']","['im', 'suppose', 'to', 'get', 'up', 'to', 'go', 'find', 'sumthin', 'to', 'wear', 'tomorrow', 'but', 'i', 'cant', 'get', 'up']"
1383,my 3yo just woke and groggily walked over to my office  is now sleeping in my lap,neutral,17,9,0,0,[],0,"['my', '3yo', 'just', 'woke', 'and', 'groggily', 'walked', 'over', 'to', 'my', 'office', 'is', 'now', 'sleeping', 'in', 'my', 'lap']","['my', '3yo', 'just', 'woke', 'and', 'groggily', 'walked', 'over', 'to', 'my', 'office', 'is', 'now', 'sleeping', 'in', 'my', 'lap']"
1384,the lab informs me the logic board is dead as well it is farking expensive to replace i dont know what to do  mypowerbookg4rip,negative,24,8,1,0,[],0,"['the', 'lab', 'informs', 'me', 'the', 'logic', 'board', 'is', 'dead', 'as', 'well', 'it', 'is', 'farking', 'expensive', 'to', 'replace', 'i', 'dont', 'know', 'what', 'to', 'do', 'mypowerbookg4rip']","['the', 'lab', 'informs', 'me', 'the', 'logic', 'board', 'is', 'dead', 'a', 'well', 'it', 'is', 'farking', 'expensive', 'to', 'replace', 'i', 'dont', 'know', 'what', 'to', 'do', 'mypowerbookg4rip']"
1385,we just hit 10000 views on myspace thanks everyone,positive,9,2,0,0,[],0,"['we', 'just', 'hit', '10000', 'views', 'on', 'myspace', 'thanks', 'everyone']","['we', 'just', 'hit', '10000', 'view', 'on', 'myspace', 'thanks', 'everyone']"
1386,still sick  bout to play some ps3 till the laker game starts,neutral,12,3,0,0,[],0,"['still', 'sick', 'bout', 'to', 'play', 'some', 'ps3', 'till', 'the', 'laker', 'game', 'starts']","['still', 'sick', 'bout', 'to', 'play', 'some', 'ps3', 'till', 'the', 'laker', 'game', 'start']"
1387,it will be my second year that i will not be there,neutral,12,10,0,0,[],0,"['it', 'will', 'be', 'my', 'second', 'year', 'that', 'i', 'will', 'not', 'be', 'there']","['it', 'will', 'be', 'my', 'second', 'year', 'that', 'i', 'will', 'not', 'be', 'there']"
1388,eatin dinna herd tom brady not movin 2 fast,neutral,9,1,0,0,[],0,"['eatin', 'dinna', 'herd', 'tom', 'brady', 'not', 'movin', '2', 'fast']","['eatin', 'dinna', 'herd', 'tom', 'brady', 'not', 'movin', '2', 'fast']"
1389,im not ready for my baby to be 3 tomorrow  she is growing so fast,positive,15,8,0,0,[],0,"['im', 'not', 'ready', 'for', 'my', 'baby', 'to', 'be', '3', 'tomorrow', 'she', 'is', 'growing', 'so', 'fast']","['im', 'not', 'ready', 'for', 'my', 'baby', 'to', 'be', '3', 'tomorrow', 'she', 'is', 'growing', 'so', 'fast']"
1390,i woke up this morning thinking it is saturday,neutral,9,4,0,0,[],0,"['i', 'woke', 'up', 'this', 'morning', 'thinking', 'it', 'is', 'saturday']","['i', 'woke', 'up', 'this', 'morning', 'thinking', 'it', 'is', 'saturday']"
1391, i have both her cds and know them both by heart really tal you think you can intro me to country music,neutral,22,11,0,0,[],0,"['', 'i', 'have', 'both', 'her', 'cds', 'and', 'know', 'them', 'both', 'by', 'heart', 'really', 'tal', 'you', 'think', 'you', 'can', 'intro', 'me', 'to', 'country', 'music']","['', 'i', 'have', 'both', 'her', 'cd', 'and', 'know', 'them', 'both', 'by', 'heart', 'really', 'tal', 'you', 'think', 'you', 'can', 'intro', 'me', 'to', 'country', 'music']"
1392, glad you like it  took around 2 and a half hours would have been less but i kept stopping for food breaks haha  i was,neutral,25,11,0,0,[],0,"['', 'glad', 'you', 'like', 'it', 'took', 'around', '2', 'and', 'a', 'half', 'hours', 'would', 'have', 'been', 'less', 'but', 'i', 'kept', 'stopping', 'for', 'food', 'breaks', 'haha', 'i', 'was']","['', 'glad', 'you', 'like', 'it', 'took', 'around', '2', 'and', 'a', 'half', 'hour', 'would', 'have', 'been', 'le', 'but', 'i', 'kept', 'stopping', 'for', 'food', 'break', 'haha', 'i', 'wa']"
1393,last class at 1030 one final tomorrow and 2 finals on friday,neutral,12,3,0,0,[],0,"['last', 'class', 'at', '1030', 'one', 'final', 'tomorrow', 'and', '2', 'finals', 'on', 'friday']","['last', 'class', 'at', '1030', 'one', 'final', 'tomorrow', 'and', '2', 'final', 'on', 'friday']"
1394,lao mein and spanikopita haha you would have to be here to know,positive,13,7,0,0,[],0,"['lao', 'mein', 'and', 'spanikopita', 'haha', 'you', 'would', 'have', 'to', 'be', 'here', 'to', 'know']","['lao', 'mein', 'and', 'spanikopita', 'haha', 'you', 'would', 'have', 'to', 'be', 'here', 'to', 'know']"
1395,ps wish i were coming tonight,negative,6,1,0,0,[],0,"['ps', 'wish', 'i', 'were', 'coming', 'tonight']","['p', 'wish', 'i', 'were', 'coming', 'tonight']"
1396,i hate feeling like this about him  i need a break away from everyone as soon as exams are over im defo off to portsmouth for a bit,negative,28,15,0,0,[],0,"['i', 'hate', 'feeling', 'like', 'this', 'about', 'him', 'i', 'need', 'a', 'break', 'away', 'from', 'everyone', 'as', 'soon', 'as', 'exams', 'are', 'over', 'im', 'defo', 'off', 'to', 'portsmouth', 'for', 'a', 'bit']","['i', 'hate', 'feeling', 'like', 'this', 'about', 'him', 'i', 'need', 'a', 'break', 'away', 'from', 'everyone', 'a', 'soon', 'a', 'exam', 'are', 'over', 'im', 'defo', 'off', 'to', 'portsmouth', 'for', 'a', 'bit']"
1397,my head hurts  can wait to see the new photoshoot,neutral,10,2,0,0,[],0,"['my', 'head', 'hurts', 'can', 'wait', 'to', 'see', 'the', 'new', 'photoshoot']","['my', 'head', 'hurt', 'can', 'wait', 'to', 'see', 'the', 'new', 'photoshoot']"
1398,goodmorning everyone,positive,2,0,0,0,[],0,"['goodmorning', 'everyone']","['goodmorning', 'everyone']"
1399,what did you think of the finale  i thought it was kind of a cheap way out,negative,17,10,0,0,[],0,"['what', 'did', 'you', 'think', 'of', 'the', 'finale', 'i', 'thought', 'it', 'was', 'kind', 'of', 'a', 'cheap', 'way', 'out']","['what', 'did', 'you', 'think', 'of', 'the', 'finale', 'i', 'thought', 'it', 'wa', 'kind', 'of', 'a', 'cheap', 'way', 'out']"
1400,i had a vivid dream last night i was crooning away,neutral,11,5,0,0,[],0,"['i', 'had', 'a', 'vivid', 'dream', 'last', 'night', 'i', 'was', 'crooning', 'away']","['i', 'had', 'a', 'vivid', 'dream', 'last', 'night', 'i', 'wa', 'crooning', 'away']"
1401,long day of dancin travelin and celebrating life  happy mothers day,positive,11,2,0,0,[],0,"['long', 'day', 'of', 'dancin', 'travelin', 'and', 'celebrating', 'life', 'happy', 'mothers', 'day']","['long', 'day', 'of', 'dancin', 'travelin', 'and', 'celebrating', 'life', 'happy', 'mother', 'day']"
1402,why am i always the one on time they are always late i wanna sleep i miss mere,negative,18,4,0,0,[],0,"['why', 'am', 'i', 'always', 'the', 'one', 'on', 'time', 'they', 'are', 'always', 'late', 'i', 'wanna', 'sleep', 'i', 'miss', 'mere']","['why', 'am', 'i', 'always', 'the', 'one', 'on', 'time', 'they', 'are', 'always', 'late', 'i', 'wanna', 'sleep', 'i', 'miss', 'mere']"
1403,i want an invite - sick of seeing all these links for people playing and being left out,negative,18,8,0,0,[],0,"['i', 'want', 'an', 'invite', 'sick', 'of', 'seeing', 'all', 'these', 'links', 'for', 'people', 'playing', 'and', 'being', 'left', 'out']","['i', 'want', 'an', 'invite', 'sick', 'of', 'seeing', 'all', 'these', 'link', 'for', 'people', 'playing', 'and', 'being', 'left', 'out']"
1404, its 12am   and i are still up sending you as much tweets as we can philippines tour please,neutral,19,6,0,0,[],0,"['', 'its', '12am', 'and', 'i', 'are', 'still', 'up', 'sending', 'you', 'as', 'much', 'tweets', 'as', 'we', 'can', 'philippines', 'tour', 'please']","['', 'it', '12am', 'and', 'i', 'are', 'still', 'up', 'sending', 'you', 'a', 'much', 'tweet', 'a', 'we', 'can', 'philippine', 'tour', 'please']"
1405,i miss my puppy,negative,4,1,0,0,[],0,"['i', 'miss', 'my', 'puppy']","['i', 'miss', 'my', 'puppy']"
1406,are they abusing your service manual follower management is a pain i love the style,neutral,15,5,0,0,[],0,"['are', 'they', 'abusing', 'your', 'service', 'manual', 'follower', 'management', 'is', 'a', 'pain', 'i', 'love', 'the', 'style']","['are', 'they', 'abusing', 'your', 'service', 'manual', 'follower', 'management', 'is', 'a', 'pain', 'i', 'love', 'the', 'style']"
1407,in san jose   having good time w bros  also helped dad edit next  holy land brochure wish i could go,positive,20,2,0,0,[],0,"['in', 'san', 'jose', 'having', 'good', 'time', 'w', 'bros', 'also', 'helped', 'dad', 'edit', 'next', 'holy', 'land', 'brochure', 'wish', 'i', 'could', 'go']","['in', 'san', 'jose', 'having', 'good', 'time', 'w', 'bros', 'also', 'helped', 'dad', 'edit', 'next', 'holy', 'land', 'brochure', 'wish', 'i', 'could', 'go']"
1408,is excited about tomorrow but i gotta clean the house  clean clean clean ahhhhhhh,neutral,14,5,0,0,[],0,"['is', 'excited', 'about', 'tomorrow', 'but', 'i', 'gotta', 'clean', 'the', 'house', 'clean', 'clean', 'clean', 'ahhhhhhh']","['is', 'excited', 'about', 'tomorrow', 'but', 'i', 'gotta', 'clean', 'the', 'house', 'clean', 'clean', 'clean', 'ahhhhhhh']"
1409,hows the fam well i hope,positive,6,1,0,0,[],0,"['hows', 'the', 'fam', 'well', 'i', 'hope']","['hows', 'the', 'fam', 'well', 'i', 'hope']"
1410,why did the blonde keep failing her drivers license test--------everytime they stopped she jumped in the back seat,negative,18,7,0,0,[],0,"['why', 'did', 'the', 'blonde', 'keep', 'failing', 'her', 'drivers', 'license', 'test', 'everytime', 'they', 'stopped', 'she', 'jumped', 'in', 'the', 'back', 'seat']","['why', 'did', 'the', 'blonde', 'keep', 'failing', 'her', 'driver', 'license', 'test', 'everytime', 'they', 'stopped', 'she', 'jumped', 'in', 'the', 'back', 'seat']"
1411,come to rochester with me and nikki beer and a hog roast always helps,positive,14,6,0,0,[],0,"['come', 'to', 'rochester', 'with', 'me', 'and', 'nikki', 'beer', 'and', 'a', 'hog', 'roast', 'always', 'helps']","['come', 'to', 'rochester', 'with', 'me', 'and', 'nikki', 'beer', 'and', 'a', 'hog', 'roast', 'always', 'help']"
1412,thank you,positive,2,0,0,0,[],0,"['thank', 'you']","['thank', 'you']"
1413,is slowly crunching the reality that june is fast approaching in other words classes again and another year will be added to my age,neutral,24,11,0,0,[],0,"['is', 'slowly', 'crunching', 'the', 'reality', 'that', 'june', 'is', 'fast', 'approaching', 'in', 'other', 'words', 'classes', 'again', 'and', 'another', 'year', 'will', 'be', 'added', 'to', 'my', 'age']","['is', 'slowly', 'crunching', 'the', 'reality', 'that', 'june', 'is', 'fast', 'approaching', 'in', 'other', 'word', 'class', 'again', 'and', 'another', 'year', 'will', 'be', 'added', 'to', 'my', 'age']"
1414,so i guess we r sleepin over,neutral,7,3,0,0,[],0,"['so', 'i', 'guess', 'we', 'r', 'sleepin', 'over']","['so', 'i', 'guess', 'we', 'r', 'sleepin', 'over']"
1415,he put a  mohawk in my son headhe just killed my vibe as always,negative,15,6,0,0,[],0,"['he', 'put', 'a', 'mohawk', 'in', 'my', 'son', 'headhe', 'just', 'killed', 'my', 'vibe', 'as', 'always']","['he', 'put', 'a', 'mohawk', 'in', 'my', 'son', 'headhe', 'just', 'killed', 'my', 'vibe', 'a', 'always']"
1416,well shes getting through,positive,4,0,0,0,[],0,"['well', 'shes', 'getting', 'through']","['well', 'shes', 'getting', 'through']"
